"";"DOY";"Hour";"Lake_Height";"Discharge_in";"Discharge_out";"schiffen_discharge"
"270";"12";"5";429,129952380952;9,86452380952381;17,3339047619048;0
"271";"12";"6";429,129476190476;9,77738095238095;16,8309523809524;0
"272";"12";"7";429,125545454545;9,37790909090909;16,2446818181818;0
"273";"12";"8";429,125181818182;9,36645454545454;16,8455;100
"274";"12";"9";429,124772727273;9,38854545454545;16,9885;100
"275";"12";"10";429,124272727273;9,58290909090909;16,6383181818182;100
"276";"12";"11";429,123909090909;10,0562727272727;16,3111363636364;100
"277";"12";"12";429,123545454545;10,3273636363636;16,4155909090909;100
"278";"12";"13";429,123272727273;10,4755;15,8477727272727;100
"279";"12";"14";429,123045454545;10,5364090909091;15,0330454545455;100
"280";"12";"15";429,123181818182;10,4667727272727;15,1169090909091;100
"281";"12";"16";429,123090909091;10,3867272727273;15,0334090909091;0
"282";"12";"17";429,124136363636;10,5836818181818;15,4217272727273;0
"283";"12";"18";429,120782608696;10,6238260869565;15,6011739130435;0
"284";"12";"19";429,120565217391;11,0877826086957;15,9609565217391;0
"285";"12";"20";429,123545454545;11,8147272727273;15,4089545454545;0
"286";"12";"21";429,123590909091;11,8374090909091;14,8197727272727;0
"287";"12";"22";429,123636363636;11,5329090909091;15,2869090909091;0
"288";"12";"23";429,123727272727;11,1773636363636;15,6605909090909;0
"289";"13";"0";429,123818181818;10,8563636363636;16,0465454545455;0
"290";"13";"1";429,120565217391;10,1693913043478;15,5552173913043;0
"291";"13";"2";429,120260869565;9,87091304347826;15,545;0
"292";"13";"3";429,122454545455;9,96086363636364;16,4215454545455;0
"293";"13";"4";429,119565217391;9,38208695652174;15,4754782608696;0
"294";"13";"5";429,11947826087;9,19821739130435;16,1666086956522;0
"295";"13";"6";429,118956521739;9,04204347826087;16,798652173913;0
"296";"13";"7";429,11847826087;8,97495652173913;16,7115652173913;0
"297";"13";"8";429,118;9,03634782608696;16,5807826086957;100
"298";"13";"9";429,117826086957;9,54652173913044;16,2262173913043;100
"299";"13";"10";429,117391304348;10,5099565217391;16,2914347826087;100
"300";"13";"11";429,119636363636;12,2548636363636;16,4962727272727;100
"301";"13";"12";429,119454545455;13,3282727272727;16,1696363636364;100
"302";"13";"13";429,119772727273;13,7525454545455;15,5789545454545;100
"303";"13";"14";429,120272727273;13,9261363636364;15,0531818181818;100
"304";"13";"15";429,118434782609;13,4573043478261;14,6604782608696;100
"305";"13";"16";429,118608695652;13,3560869565217;15,2783043478261;0
"306";"13";"17";429,119;13,0391304347826;14,8156956521739;0
"307";"13";"18";429,121863636364;12,9539545454545;15,281;0
"308";"13";"19";429,126;12,5283333333333;15,9280476190476;0
"309";"13";"20";429,126333333333;11,9625714285714;15,7955238095238;0
"310";"13";"21";429,126285714286;11,5287619047619;15,576380952381;0
"311";"13";"22";429,126380952381;11,443;15,361;0
"312";"13";"23";429,126285714286;12,036380952381;15,2071428571429;0
"313";"14";"0";429,126285714286;12,4368571428571;15,3900476190476;0
"314";"14";"1";429,126285714286;12,3724761904762;15,1685714285714;0
"315";"14";"2";429,126095238095;11,9680476190476;15,5620476190476;0
"316";"14";"3";429,125318181818;11,2692727272727;15,8825909090909;0
"317";"14";"4";429,125318181818;10,9037727272727;16,2988181818182;0
"318";"14";"5";429,125136363636;10,5585;16,418;0
"319";"14";"6";429,124727272727;10,2607727272727;15,7286818181818;0
"320";"14";"7";429,124409090909;9,96104545454545;16,0799090909091;0
"321";"14";"8";429,124;9,68227272727273;16,7710909090909;100
"322";"14";"9";429,123409090909;9,59340909090909;16,4997727272727;100
"323";"14";"10";429,122954545455;9,50440909090909;16,2198636363636;100
"324";"14";"11";429,125;9,30857142857143;16,331380952381;100
"325";"14";"12";429,124476190476;9,17928571428572;15,7615714285714;100
"326";"14";"13";429,123952380952;9,06161904761905;15,8297619047619;100
"327";"14";"14";429,123523809524;8,95847619047619;15,7291904761905;100
"328";"14";"15";429,1232;8,60225;15,53315;100
"329";"14";"16";429,12245;8,52895;15,51585;0
"330";"14";"17";429,12195;8,4545;15,20205;0
"331";"14";"18";429,1215;8,3888;15,23165;0
"332";"14";"19";429,12105;8,32255;14,9043;0
"333";"14";"20";429,12055;8,29625;14,83115;0
"334";"14";"21";429,1201;8,29245;14,2976;0
"335";"14";"22";429,11935;8,25775;14,13525;0
"336";"14";"23";429,11935;8,24;13,76945;0
"337";"15";"0";429,11895;8,1819;13,2704;0
"338";"15";"1";429,1186;8,13525;13,8302;0
"339";"15";"2";429,11815;8,05955;14,1305;0
"340";"15";"3";429,1177;8,03025;14,0189;0
"341";"15";"4";429,11735;7,9858;14,14355;0
"342";"15";"5";429,117;7,9145;14,6143;0
"343";"15";"6";429,11625;7,82675;14,97075;0
"344";"15";"7";429,116;7,74555;15,159;0
"345";"15";"8";429,1152;7,71545;15,6986;100
"346";"15";"9";429,1146;7,63485;15,5615;100
"347";"15";"10";429,11385;7,56295;14,85905;100
"348";"15";"11";429,1132;7,4971;14,76975;100
"349";"15";"12";429,11265;7,4513;14,90005;100
"350";"15";"13";429,11225;7,40485;14,3084;100
"351";"15";"14";429,11155;7,338;13,6066;100
"352";"15";"15";429,11105;7,26395;13,14795;100
"353";"15";"16";429,1103;7,2033;12,9501;0
"354";"15";"17";429,1097;7,14845;12,7345;0
"355";"15";"18";429,10925;7,09595;12,8589;0
"356";"15";"19";429,10875;7,04795;13,0939;0
"357";"15";"20";429,10845;7,01805;12,45795;0
"358";"15";"21";429,10795;6,9804;11,96385;0
"359";"15";"22";429,1076;6,94845;11,99435;0
"360";"15";"23";429,10705;6,92185;11,9871;0
"361";"16";"0";429,10665;6,8953;11,9045;0
"362";"16";"1";429,1062;6,8511;11,9352;0
"363";"16";"2";429,1061;6,8203;12,2406;0
"364";"16";"3";429,1057;6,7854;12,2505;0
"365";"16";"4";429,1054;6,7482;12,22;0
"366";"16";"5";429,105;6,71005;12,2781;0
"367";"16";"6";429,10455;6,6891;11,97595;0
"368";"16";"7";429,10435;6,6744;12,5505;0
"369";"16";"8";429,10385;6,6696;13,00825;100
"370";"16";"9";429,1038;6,70495;12,48545;100
"371";"16";"10";429,1036;6,78685;12,4212;100
"372";"16";"11";429,10315;6,88955;12,544;100
"373";"16";"12";429,10275;7,0963;12,73495;100
"374";"16";"13";429,10245;7,7042;12,62745;100
"375";"16";"14";429,10215;8,1531;12,17495;100
"376";"16";"15";429,10205;7,9209;11,9917;100
"377";"16";"16";429,10195;7,6985;12,14415;0
"378";"16";"17";429,1019;7,56505;12,01715;0
"379";"16";"18";429,1021;7,53485;11,87955;0
"380";"16";"19";429,1022;7,6337;11,80225;0
"381";"16";"20";429,10235;8,2677;11,63445;0
"382";"16";"21";429,10265;8,45795;11,6997;0
"383";"16";"22";429,1031;8,8043;11,37655;0
"384";"16";"23";429,10375;9,20175;10,8243;0
"385";"17";"0";429,101428571429;9,39338095238095;10,4625714285714;0
"386";"17";"1";429,102095238095;9,74019047619048;11,0131904761905;0
"387";"17";"2";429,102666666667;9,85395238095238;11,3137619047619;0
"388";"17";"3";429,103238095238;9,90680952380952;11,8987142857143;0
"389";"17";"4";429,103952380952;10,0215714285714;12,569380952381;0
"390";"17";"5";429,104380952381;10,217;13,363619047619;0
"391";"17";"6";429,104666666667;10,1974761904762;13,8528571428571;0
"392";"17";"7";429,104714285714;10,118;13,918;0
"393";"17";"8";429,104666666667;10,0637142857143;13,8777142857143;100
"394";"17";"9";429,104523809524;10,0956666666667;14,004619047619;100
"395";"17";"10";429,104714285714;10,0437619047619;14,3364761904762;100
"396";"17";"11";429,104857142857;10,0162857142857;14,4437142857143;100
"397";"17";"12";429,104619047619;9,94609523809524;14,2120952380952;100
"398";"17";"13";429,104571428571;9,77595238095238;13,7028095238095;100
"399";"17";"14";429,104476190476;9,5877619047619;13,7902380952381;100
"400";"17";"15";429,104571428571;9,42861904761905;13,6440952380952;100
"401";"17";"16";429,104333333333;9,28123809523809;13,2883333333333;0
"402";"17";"17";429,104428571429;9,18509523809524;13,1692857142857;0
"403";"17";"18";429,104476190476;9,12590476190476;13,7362857142857;0
"404";"17";"19";429,104666666667;9,09523809523809;13,8693333333333;0
"405";"17";"20";429,104571428571;9,03052380952381;13,7013333333333;0
"406";"17";"21";429,104666666667;8,98247619047619;13,8525714285714;0
"407";"17";"22";429,104523809524;9,00847619047619;14,019;0
"408";"17";"23";429,104571428571;9,11028571428571;13,8755714285714;0
